Title,Element Name,Data Value
Chemical Plant and System Operators,Artistic,1
Chemical Plant and System Operators,Social,1.32
Chemical Plant and System Operators,Enterprising,1.67
Chemical Plant and System Operators,Conventional,5.23
Gas Plant Operators,Realistic,6.61
Gas Plant Operators,Investigative,2.63
Gas Plant Operators,Artistic,1
Gas Plant Operators,Social,1.46
Gas Plant Operators,Enterprising,2.22
Gas Plant Operators,Conventional,5.29
Petroleum Pump System Operators - Refinery Operators - and Gaugers,Realistic,6.17
Petroleum Pump System Operators - Refinery Operators - and Gaugers,Investigative,2.48
Petroleum Pump System Operators - Refinery Operators - and Gaugers,Artistic,1
Petroleum Pump System Operators - Refinery Operators - and Gaugers,Social,1.3
Petroleum Pump System Operators - Refinery Operators - and Gaugers,Enterprising,2.22
Petroleum Pump System Operators - Refinery Operators - and Gaugers,Conventional,5.06
Biofuels Processing Technicians,Realistic,5.87
Biofuels Processing Technicians,Investigative,3.28
Biofuels Processing Technicians,Artistic,1
Biofuels Processing Technicians,Social,1
Biofuels Processing Technicians,Enterprising,2.13
Biofuels Processing Technicians,Conventional,5.33
Chemical Equipment Operators and Tenders,Realistic,6.65
Chemical Equipment Operators and Tenders,Investigative,3.32
Chemical Equipment Operators and Tenders,Artistic,1
Chemical Equipment Operators and Tenders,Social,1.05
Chemical Equipment Operators and Tenders,Enterprising,1.27
Chemical Equipment Operators and Tenders,Conventional,4.83
Separating - Filtering - Clarifying - Precipitating - and Still Machine Setters - Operators - and Tenders,Realistic,6.27
Separating - Filtering - Clarifying - Precipitating - and Still Machine Setters - Operators - and Tenders,Investigative,2.29
Separating - Filtering - Clarifying - Precipitating - and Still Machine Setters - Operators - and Tenders,Artistic,1
Separating - Filtering - Clarifying - Precipitating - and Still Machine Setters - Operators - and Tenders,Social,1.1
Separating - Filtering - Clarifying - Precipitating - and Still Machine Setters - Operators - and Tenders,Enterprising,1.09
Separating - Filtering - Clarifying - Precipitating - and Still Machine Setters - Operators - and Tenders,Conventional,4.47
Crushing - Grinding - and Polishing Machine Setters - Operators - and Tenders,Realistic,7
Crushing - Grinding - and Polishing Machine Setters - Operators - and Tenders,Investigative,2.16
Crushing - Grinding - and Polishing Machine Setters - Operators - and Tenders,Artistic,1
Crushing - Grinding - and Polishing Machine Setters - Operators - and Tenders,Social,1
Crushing - Grinding - and Polishing Machine Setters - Operators - and Tenders,Enterprising,1.22
Crushing - Grinding - and Polishing Machine Setters - Operators - and Tenders,Conventional,4.33
Grinding and Polishing Workers - Hand,Realistic,7
Grinding and Polishing Workers - Hand,Investigative,1.39
Grinding and Polishing Workers - Hand,Artistic,1.69
Grinding and Polishing Workers - Hand,Social,1.09
Grinding and Polishing Workers - Hand,Enterprising,1
Grinding and Polishing Workers - Hand,Conventional,3.32
Mixing and Blending Machine Setters - Operators - and Tenders,Realistic,6.49
Mixing and Blending Machine Setters - Operators - and Tenders,Investigative,2.11
Mixing and Blending Machine Setters - Operators - and Tenders,Artistic,1.22
Mixing and Blending Machine Setters - Operators - and Tenders,Social,1.04
Mixing and Blending Machine Setters - Operators - and Tenders,Enterprising,1.18
Mixing and Blending Machine Setters - Operators - and Tenders,Conventional,4.21
Cutters and Trimmers - Hand,Realistic,6.24
Cutters and Trimmers - Hand,Investigative,1.22
Cutters and Trimmers - Hand,Artistic,2.19
Cutters and Trimmers - Hand,Social,1.13
Cutters and Trimmers - Hand,Enterprising,1
Cutters and Trimmers - Hand,Conventional,3.75
Cutting and Slicing Machine Setters - Operators - and Tenders,Realistic,6.7
Cutting and Slicing Machine Setters - Operators - and Tenders,Investigative,1.52
Cutting and Slicing Machine Setters - Operators - and Tenders,Artistic,1.12
Cutting and Slicing Machine Setters - Operators - and Tenders,Social,1
Cutting and Slicing Machine Setters - Operators - and Tenders,Enterprising,1.22
Cutting and Slicing Machine Setters - Operators - and Tenders,Conventional,4.17
Extruding - Forming - Pressing - and Compacting Machine Setters - Operators - and Tenders,Realistic,6.54
Extruding - Forming - Pressing - and Compacting Machine Setters - Operators - and Tenders,Investigative,2.23
Extruding - Forming - Pressing - and Compacting Machine Setters - Operators - and Tenders,Artistic,1.28
Extruding - Forming - Pressing - and Compacting Machine Setters - Operators - and Tenders,Social,1.04
Extruding - Forming - Pressing - and Compacting Machine Setters - Operators - and Tenders,Enterprising,1.25
Extruding - Forming - Pressing - and Compacting Machine Setters - Operators - and Tenders,Conventional,4.3
Furnace - Kiln - Oven - Drier - and Kettle Operators and Tenders,Realistic,6.89
Furnace - Kiln - Oven - Drier - and Kettle Operators and Tenders,Investigative,2.17
Furnace - Kiln - Oven - Drier - and Kettle Operators and Tenders,Artistic,1
Furnace - Kiln - Oven - Drier - and Kettle Operators and Tenders,Social,1.25
Furnace - Kiln - Oven - Drier - and Kettle Operators and Tenders,Enterprising,1.22
Furnace - Kiln - Oven - Drier - and Kettle Operators and Tenders,Conventional,4.53
Inspectors - Testers - Sorters - Samplers - and Weighers,Realistic,5.73
Inspectors - Testers - Sorters - Samplers - and Weighers,Investigative,3.42
Inspectors - Testers - Sorters - Samplers - and Weighers,Artistic,1
Inspectors - Testers - Sorters - Samplers - and Weighers,Social,1
Inspectors - Testers - Sorters - Samplers - and Weighers,Enterprising,1.38
Inspectors - Testers - Sorters - Samplers - and Weighers,Conventional,5.36
Jewelers and Precious Stone and Metal Workers,Realistic,6.54
Jewelers and Precious Stone and Metal Workers,Investigative,2.58
Jewelers and Precious Stone and Metal Workers,Artistic,3.81
Jewelers and Precious Stone and Metal Workers,Social,1.04
Jewelers and Precious Stone and Metal Workers,Enterprising,1.6
Jewelers and Precious Stone and Metal Workers,Conventional,3.3
Gem and Diamond Workers,Realistic,5.47
Gem and Diamond Workers,Investigative,3.08
Gem and Diamond Workers,Artistic,2.88
Gem and Diamond Workers,Social,1.15
Gem and Diamond Workers,Enterprising,2.12
Gem and Diamond Workers,Conventional,4.12
Dental Laboratory Technicians,Realistic,6.68
Dental Laboratory Technicians,Investigative,4.47
Dental Laboratory Technicians,Artistic,1.45
Dental Laboratory Technicians,Social,2.67
Dental Laboratory Technicians,Enterprising,1
Dental Laboratory Technicians,Conventional,4.22
Medical Appliance Technicians,Realistic,7
Medical Appliance Technicians,Investigative,4.06
Medical Appliance Technicians,Artistic,1.55
Medical Appliance Technicians,Social,3.12
Medical Appliance Technicians,Enterprising,1
Medical Appliance Technicians,Conventional,3.68
Ophthalmic Laboratory Technicians,Realistic,6.45
Ophthalmic Laboratory Technicians,Investigative,2.91
Ophthalmic Laboratory Technicians,Artistic,1.63
Ophthalmic Laboratory Technicians,Social,1.88
Ophthalmic Laboratory Technicians,Enterprising,1.24
Ophthalmic Laboratory Technicians,Conventional,4.15
Packaging and Filling Machine Operators and Tenders,Realistic,6.56
Packaging and Filling Machine Operators and Tenders,Investigative,1.24
Packaging and Filling Machine Operators and Tenders,Artistic,1
Packaging and Filling Machine Operators and Tenders,Social,1.01
Packaging and Filling Machine Operators and Tenders,Enterprising,1.85
Packaging and Filling Machine Operators and Tenders,Conventional,4.97
Painting - Coating - and Decorating Workers,Realistic,6.93
Painting - Coating - and Decorating Workers,Investigative,1.35
Painting - Coating - and Decorating Workers,Artistic,3.42
Painting - Coating - and Decorating Workers,Social,1.56
Painting - Coating - and Decorating Workers,Enterprising,1
Painting - Coating - and Decorating Workers,Conventional,3.41
Coating - Painting - and Spraying Machine Setters - Operators - and Tenders,Realistic,6.98
Coating - Painting - and Spraying Machine Setters - Operators - and Tenders,Investigative,1.49
Coating - Painting - and Spraying Machine Setters - Operators - and Tenders,Artistic,2.11
Coating - Painting - and Spraying Machine Setters - Operators - and Tenders,Social,1.23
Coating - Painting - and Spraying Machine Setters - Operators - and Tenders,Enterprising,1.05
Coating - Painting - and Spraying Machine Setters - Operators - and Tenders,Conventional,3.64
Semiconductor Processing Technicians,Realistic,6.42
Semiconductor Processing Technicians,Investigative,3.07
Semiconductor Processing Technicians,Artistic,1
Semiconductor Processing Technicians,Social,1.11
Semiconductor Processing Technicians,Enterprising,1.45
Semiconductor Processing Technicians,Conventional,5.14
Photographic Process Workers and Processing Machine Operators,Realistic,5.37
Photographic Process Workers and Processing Machine Operators,Investigative,2.01
Photographic Process Workers and Processing Machine Operators,Artistic,3.15
Photographic Process Workers and Processing Machine Operators,Social,1.15
Photographic Process Workers and Processing Machine Operators,Enterprising,1.3
Photographic Process Workers and Processing Machine Operators,Conventional,5.23
Computer Numerically Controlled Tool Operators,Realistic,6.4
Computer Numerically Controlled Tool Operators,Investigative,2.82
Computer Numerically Controlled Tool Operators,Artistic,1.14
Computer Numerically Controlled Tool Operators,Social,1
Computer Numerically Controlled Tool Operators,Enterprising,1.43
Computer Numerically Controlled Tool Operators,Conventional,5.44
Computer Numerically Controlled Tool Programmers,Realistic,4.62
Computer Numerically Controlled Tool Programmers,Investigative,3.78
Computer Numerically Controlled Tool Programmers,Artistic,1.41
Computer Numerically Controlled Tool Programmers,Social,1.61
Computer Numerically Controlled Tool Programmers,Enterprising,1.71
Computer Numerically Controlled Tool Programmers,Conventional,6.19
Adhesive Bonding Machine Operators and Tenders,Realistic,6.54
Adhesive Bonding Machine Operators and Tenders,Investigative,1.97
Adhesive Bonding Machine Operators and Tenders,Artistic,1.14
Adhesive Bonding Machine Operators and Tenders,Social,1
Adhesive Bonding Machine Operators and Tenders,Enterprising,1.12
Adhesive Bonding Machine Operators and Tenders,Conventional,4.25
Cleaning - Washing - and Metal Pickling Equipment Operators and Tenders,Realistic,7
Cleaning - Washing - and Metal Pickling Equipment Operators and Tenders,Investigative,1.77
Cleaning - Washing - and Metal Pickling Equipment Operators and Tenders,Artistic,1
Cleaning - Washing - and Metal Pickling Equipment Operators and Tenders,Social,1
Cleaning - Washing - and Metal Pickling Equipment Operators and Tenders,Enterprising,1
Cleaning - Washing - and Metal Pickling Equipment Operators and Tenders,Conventional,4.45
Cooling and Freezing Equipment Operators and Tenders,Realistic,7
Cooling and Freezing Equipment Operators and Tenders,Investigative,2.38
Cooling and Freezing Equipment Operators and Tenders,Artistic,1
Cooling and Freezing Equipment Operators and Tenders,Social,1.36
Cooling and Freezing Equipment Operators and Tenders,Enterprising,1.03
Cooling and Freezing Equipment Operators and Tenders,Conventional,4.47
Etchers and Engravers,Realistic,6.82
Etchers and Engravers,Investigative,2.53
Etchers and Engravers,Artistic,3.26
Etchers and Engravers,Social,1.3
Etchers and Engravers,Enterprising,1
Etchers and Engravers,Conventional,3.58
Molders - Shapers - and Casters - Except Metal and Plastic,Realistic,6.62
Molders - Shapers - and Casters - Except Metal and Plastic,Investigative,2.25
Molders - Shapers - and Casters - Except Metal and Plastic,Artistic,2.14
Molders - Shapers - and Casters - Except Metal and Plastic,Social,1
Molders - Shapers - and Casters - Except Metal and Plastic,Enterprising,1
Molders - Shapers - and Casters - Except Metal and Plastic,Conventional,4.29
Stone Cutters and Carvers - Manufacturing,Realistic,7
Stone Cutters and Carvers - Manufacturing,Investigative,1.75
Stone Cutters and Carvers - Manufacturing,Artistic,3.79
Stone Cutters and Carvers - Manufacturing,Social,1.24
Stone Cutters and Carvers - Manufacturing,Enterprising,1
Stone Cutters and Carvers - Manufacturing,Conventional,3.46
Glass Blowers - Molders - Benders - and Finishers,Realistic,6.77
Glass Blowers - Molders - Benders - and Finishers,Investigative,2.46
Glass Blowers - Molders - Benders - and Finishers,Artistic,1.53
Glass Blowers - Molders - Benders - and Finishers,Social,1.13
Glass Blowers - Molders - Benders - and Finishers,Enterprising,1.5
Glass Blowers - Molders - Benders - and Finishers,Conventional,4.74
Potters - Manufacturing,Realistic,6.98
Potters - Manufacturing,Investigative,1.64
Potters - Manufacturing,Artistic,2.27
Potters - Manufacturing,Social,1.01
Potters - Manufacturing,Enterprising,1.26
Potters - Manufacturing,Conventional,3.53
Paper Goods Machine Setters - Operators - and Tenders,Realistic,6.53
Paper Goods Machine Setters - Operators - and Tenders,Investigative,1.72
Paper Goods Machine Setters - Operators - and Tenders,Artistic,1.26
Paper Goods Machine Setters - Operators - and Tenders,Social,1
Paper Goods Machine Setters - Operators - and Tenders,Enterprising,1.45
Paper Goods Machine Setters - Operators - and Tenders,Conventional,4.54
Tire Builders,Realistic,7
Tire Builders,Investigative,2.3
Tire Builders,Artistic,1
Tire Builders,Social,1.1
Tire Builders,Enterprising,1
Tire Builders,Conventional,3.79
Helpers--Production Workers,Realistic,6.51
Helpers--Production Workers,Investigative,1.1
Helpers--Production Workers,Artistic,1.21
Helpers--Production Workers,Social,1.68
Helpers--Production Workers,Enterprising,1.7
Helpers--Production Workers,Conventional,4.16
Aircraft Cargo Handling Supervisors,Realistic,4.6
Aircraft Cargo Handling Supervisors,Investigative,2.19
Aircraft Cargo Handling Supervisors,Artistic,1
Aircraft Cargo Handling Supervisors,Social,2.47
Aircraft Cargo Handling Supervisors,Enterprising,5.37
Aircraft Cargo Handling Supervisors,Conventional,4.79
First-Line Supervisors of Helpers - Laborers - and Material Movers - Hand,Realistic,4.09
First-Line Supervisors of Helpers - Laborers - and Material Movers - Hand,Investigative,1.24
First-Line Supervisors of Helpers - Laborers - and Material Movers - Hand,Artistic,1
First-Line Supervisors of Helpers - Laborers - and Material Movers - Hand,Social,3.54
First-Line Supervisors of Helpers - Laborers - and Material Movers - Hand,Enterprising,5.9
First-Line Supervisors of Helpers - Laborers - and Material Movers - Hand,Conventional,5.01
